dataset_indexhtml_path,file_name,artist,title,instrument,has_dadagp_txt,has_gp5,has_tabvae_csv,has_scalevae_csv,has_wav,has_xml,has_pdf,dadagp_num_lines,dadagp_num_measures,dadagp_total_wait_ticks,dadagp_total_note_ticks,dadagp_note_density,normalized_ticks_per_measure,xml_num_measures,tabvae_num_rows,tabvae_num_cols,scalevae_num_rows,scalevae_num_cols,scalevae_total_quarter_length,scalevae_midi_range_min,scalevae_midi_range_max,scalevae_appear_midi_min,scalevae_appear_midi_max,wav_length_sec,wav_num_samples,wav_sample_rate
3819,Intro16-DadaGP-v1.0\analysis_result\htmls\03819.html,Deep Purple - Mean Streak_distorted0,Deep Purple,Mean Streak,distorted0,1,1,1,1,1,1,1,219,16,61440,59040,0.9609375,3840.0,16,12,512,142,256,64.0,34,104,40,60,30.42798185941043,1341874,44100
3820,Intro16-DadaGP-v1.0\analysis_result\htmls\03820.html,Deep Purple - Mistreated_distorted1,Deep Purple,Mistreated,distorted1,1,1,1,1,1,1,1,208,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,54,73,32.53798185941043,1434925,44100
3821,Intro16-DadaGP-v1.0\analysis_result\htmls\03821.html,Deep Purple - Never Before_distorted0,Deep Purple,Never Before,distorted0,1,1,1,1,1,1,1,301,16,61440,56640,0.921875,3840.0,16,12,512,142,256,64.0,34,104,47,71,30.42798185941043,1341874,44100
3822,Intro16-DadaGP-v1.0\analysis_result\htmls\03822.html,Deep Purple - No One Came_distorted0,Deep Purple,No One Came,distorted0,1,1,1,1,1,1,1,305,16,61440,58560,0.953125,3840.0,16,12,512,142,256,64.0,34,104,40,67,32.53798185941043,1434925,44100
3823,Intro16-DadaGP-v1.0\analysis_result\htmls\03823.html,Deep Purple - Picture of Home_distorted0,Deep Purple,Picture of Home,distorted0,1,1,1,1,1,1,1,380,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,47,79,30.42798185941043,1341874,44100
3824,Intro16-DadaGP-v1.0\analysis_result\htmls\03824.html,Deep Purple - Pictures Of Home_distorted1,Deep Purple,Pictures Of Home,distorted1,1,1,1,1,1,1,1,335,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,71,26.998979591836736,1190655,44100
3825,Intro16-DadaGP-v1.0\analysis_result\htmls\03825.html,Deep Purple - Sail Away_distorted0,Deep Purple,Sail Away,distorted0,1,1,1,1,1,1,1,330,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,58,41.398979591836735,1825695,44100
3826,Intro16-DadaGP-v1.0\analysis_result\htmls\03826.html,Deep Purple - Smoke Of The Water_distorted0,Deep Purple,Smoke Of The Water,distorted0,1,1,1,1,1,1,1,269,16,61440,57600,0.9375,3840.0,16,12,512,142,256,64.0,34,104,43,61,37.90897959183673,1671786,44100
3827,Intro16-DadaGP-v1.0\analysis_result\htmls\03827.html,Deep Purple - Smoke on the water (Made in Japan - full)_distorted0,Deep Purple,Smoke on the water (Made in Japan - full),distorted0,1,1,1,1,1,1,1,279,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,50,61,35.0,1543500,44100
3828,Intro16-DadaGP-v1.0\analysis_result\htmls\03828.html,Deep Purple - Smoke On The Water (Solo)_distorted1,Deep Purple,Smoke On The Water (Solo),distorted1,1,1,1,1,1,1,1,309,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,55,35.0,1543500,44100
3829,Intro16-DadaGP-v1.0\analysis_result\htmls\03829.html,Deep Purple - Smoke On The Water_distorted1,Deep Purple,Smoke On The Water,distorted1,1,1,1,1,1,1,1,447,16,61440,58560,0.953125,3840.0,16,12,512,142,256,64.0,34,104,55,74,37.90897959183673,1671786,44100
3830,Intro16-DadaGP-v1.0\analysis_result\htmls\03830.html,Deep Purple - Sometimes I Feel Like Screaming (Intro)_clean0,Deep Purple,Sometimes I Feel Like Screaming (Intro),clean0,1,1,1,1,1,1,1,392,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,69,45.66598639455783,2013870,44100
3831,Intro16-DadaGP-v1.0\analysis_result\htmls\03831.html,Deep Purple - Sometimes I Feel Like Screaming_clean0,Deep Purple,Sometimes I Feel Like Screaming,clean0,1,1,1,1,1,1,1,532,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,69,45.66598639455783,2013870,44100
3832,Intro16-DadaGP-v1.0\analysis_result\htmls\03832.html,Deep Purple - Space Truckin'_distorted0,Deep Purple,Space Truckin',distorted0,1,1,1,1,1,1,1,306,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,64,35.0,1543500,44100
3833,Intro16-DadaGP-v1.0\analysis_result\htmls\03833.html,Deep Purple - Speed King_distorted0,Deep Purple,Speed King,distorted0,1,1,1,1,1,1,1,164,16,61440,58560,0.953125,3840.0,16,12,512,142,256,64.0,34,104,41,50,26.998979591836736,1190655,44100
3834,Intro16-DadaGP-v1.0\analysis_result\htmls\03834.html,Deep Purple - The Well Dressed Guitar_distorted0,Deep Purple,The Well Dressed Guitar,distorted0,1,1,1,1,1,1,1,441,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,79,32.53798185941043,1434925,44100
3835,Intro16-DadaGP-v1.0\analysis_result\htmls\03835.html,Deep Purple - Wasted Sunsets_distorted0,Deep Purple,Wasted Sunsets,distorted0,1,1,1,1,1,1,1,288,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,42,76,57.85698412698413,2551493,44100
3836,Intro16-DadaGP-v1.0\analysis_result\htmls\03836.html,Deep Purple - What's Going On Here_distorted0,Deep Purple,What's Going On Here,distorted0,1,1,1,1,1,1,1,170,16,61440,47520,0.7734375,3840.0,16,12,512,142,256,64.0,34,104,42,62,35.0,1543500,44100
3837,Intro16-DadaGP-v1.0\analysis_result\htmls\03837.html,Deep Purple - When A Blind Man Cries (Solo)_clean0,Deep Purple,When A Blind Man Cries (Solo),clean0,1,1,1,1,1,1,1,411,16,61440,58240,0.9479166666666666,3840.0,16,12,512,142,256,64.0,34,104,57,76,67.0,2954700,44100
3838,Intro16-DadaGP-v1.0\analysis_result\htmls\03838.html,Deep Purple - When A Blind Man Cries_clean0,Deep Purple,When A Blind Man Cries,clean0,1,1,1,1,1,1,1,248,16,61440,58560,0.953125,3840.0,16,12,512,142,256,64.0,34,104,45,74,57.85698412698413,2551493,44100
3839,Intro16-DadaGP-v1.0\analysis_result\htmls\03839.html,Deep Purple - Woman From Tokyo_distorted0,Deep Purple,Woman From Tokyo,distorted0,1,1,1,1,1,1,1,234,16,61440,60480,0.984375,3840.0,16,12,512,142,256,64.0,34,104,40,57,32.53798185941043,1434925,44100
3840,Intro16-DadaGP-v1.0\analysis_result\htmls\03840.html,Deep Purple - Wring That Neck_distorted1,Deep Purple,Wring That Neck,distorted1,1,1,1,1,1,1,1,374,16,61440,60000,0.9765625,3840.0,16,12,512,142,256,64.0,34,104,57,79,35.0,1543500,44100
3841,Intro16-DadaGP-v1.0\analysis_result\htmls\03841.html,Deep Purple - You Can't Do It Right_clean0,Deep Purple,You Can't Do It Right,clean0,1,1,1,1,1,1,1,481,16,61440,56160,0.9140625,3840.0,16,12,512,142,256,64.0,34,104,40,71,35.0,1543500,44100
3842,Intro16-DadaGP-v1.0\analysis_result\htmls\03842.html,Deep Purple - You Fool No One_distorted0,Deep Purple,You Fool No One,distorted0,1,1,1,1,1,1,1,445,16,61440,57840,0.94140625,3840.0,16,12,512,142,256,64.0,34,104,40,67,32.53798185941043,1434925,44100
3843,Intro16-DadaGP-v1.0\analysis_result\htmls\03843.html,Deepain - The Portrait Of Gods_clean0,Deepain,The Portrait Of Gods,clean0,1,1,1,1,1,1,1,197,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,59,30.42798185941043,1341874,44100
3844,Intro16-DadaGP-v1.0\analysis_result\htmls\03844.html,Def Leppard - Action! Not Words_distorted1,Def Leppard,Action! Not Words,distorted1,1,1,1,1,1,1,1,421,16,61440,59520,0.96875,3840.0,16,12,512,142,256,64.0,34,104,48,66,30.42798185941043,1341874,44100
3845,Intro16-DadaGP-v1.0\analysis_result\htmls\03845.html,Def Leppard - Armageddon It_distorted1,Def Leppard,Armageddon It,distorted1,1,1,1,1,1,1,1,364,16,61440,60000,0.9765625,3840.0,16,12,512,142,256,64.0,34,104,40,64,35.0,1543500,44100
3846,Intro16-DadaGP-v1.0\analysis_result\htmls\03846.html,Def Leppard - Bringin' On The Heartbreak_clean0,Def Leppard,Bringin' On The Heartbreak,clean0,1,1,1,1,1,1,1,309,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,65,51.0,2249100,44100
3847,Intro16-DadaGP-v1.0\analysis_result\htmls\03847.html,Def Leppard - Bringing On The Heartbreak_clean0,Def Leppard,Bringing On The Heartbreak,clean0,1,1,1,1,1,1,1,417,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,65,51.0,2249100,44100
3848,Intro16-DadaGP-v1.0\analysis_result\htmls\03848.html,Def Leppard - Don't Shoot Shot Gun_distorted0,Def Leppard,Don't Shoot Shot Gun,distorted0,1,1,1,1,1,1,1,237,16,61440,52320,0.8515625,3840.0,16,12,512,142,256,64.0,34,104,40,64,35.0,1543500,44100
3849,Intro16-DadaGP-v1.0\analysis_result\htmls\03849.html,Def Leppard - Foolin'_clean0,Def Leppard,Foolin',clean0,1,1,1,1,1,1,1,265,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,64,37.90897959183673,1671786,44100
3850,Intro16-DadaGP-v1.0\analysis_result\htmls\03850.html,Def Leppard - Gods Of War_distorted0,Def Leppard,Gods Of War,distorted0,1,1,1,1,1,1,1,76,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,50,71,35.0,1543500,44100
3851,Intro16-DadaGP-v1.0\analysis_result\htmls\03851.html,Def Leppard - Have You Ever Needed Someone So Bad_clean0,Def Leppard,Have You Ever Needed Someone So Bad,clean0,1,1,1,1,1,1,1,177,16,61440,46080,0.75,3840.0,16,12,512,142,256,64.0,34,104,40,64,57.85698412698413,2551493,44100
3852,Intro16-DadaGP-v1.0\analysis_result\htmls\03852.html,Def Leppard - Heaven Is_distorted0,Def Leppard,Heaven Is,distorted0,1,1,1,1,1,1,1,271,16,61440,60480,0.984375,3840.0,16,12,512,142,256,64.0,34,104,40,67,35.0,1543500,44100
3853,Intro16-DadaGP-v1.0\analysis_result\htmls\03853.html,Def Leppard - High N Dry (Saturday Night)_distorted0,Def Leppard,High N Dry (Saturday Night),distorted0,1,1,1,1,1,1,1,392,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,53,67,37.90897959183673,1671786,44100
3854,Intro16-DadaGP-v1.0\analysis_result\htmls\03854.html,Def Leppard - High N Dry (solo)_clean0,Def Leppard,High N Dry (solo),clean0,1,1,1,1,1,1,1,467,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,40,88,35.0,1543500,44100
3855,Intro16-DadaGP-v1.0\analysis_result\htmls\03855.html,Def Leppard - Hysteria_clean0,Def Leppard,Hysteria,clean0,1,1,1,1,1,1,1,225,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,55,41.398979591836735,1825695,44100
3856,Intro16-DadaGP-v1.0\analysis_result\htmls\03856.html,Def Leppard - I Wanna Touch U_distorted0,Def Leppard,I Wanna Touch U,distorted0,1,1,1,1,1,1,1,387,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,71,45.66598639455783,2013870,44100
3857,Intro16-DadaGP-v1.0\analysis_result\htmls\03857.html,Def Leppard - Let It Go (solo)_clean0,Def Leppard,Let It Go (solo),clean0,1,1,1,1,1,1,1,424,16,61440,49920,0.8125,3840.0,16,12,512,142,256,64.0,34,104,54,88,35.0,1543500,44100
3858,Intro16-DadaGP-v1.0\analysis_result\htmls\03858.html,Def Leppard - Love And Affection_distorted1,Def Leppard,Love And Affection,distorted1,1,1,1,1,1,1,1,258,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,74,41.398979591836735,1825695,44100
3859,Intro16-DadaGP-v1.0\analysis_result\htmls\03859.html,Def Leppard - Love Bites_clean0,Def Leppard,Love Bites,clean0,1,1,1,1,1,1,1,188,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,65,32.53798185941043,1434925,44100
3860,Intro16-DadaGP-v1.0\analysis_result\htmls\03860.html,Def Leppard - Photograph_distorted0,Def Leppard,Photograph,distorted0,1,1,1,1,1,1,1,315,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,39,63,32.53798185941043,1434925,44100
3861,Intro16-DadaGP-v1.0\analysis_result\htmls\03861.html,Def Leppard - Ring of Fire_distorted0,Def Leppard,Ring of Fire,distorted0,1,1,1,1,1,1,1,278,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,46,65,26.998979591836736,1190655,44100
3862,Intro16-DadaGP-v1.0\analysis_result\htmls\03862.html,Def Leppard - Rock Of Ages_distorted0,Def Leppard,Rock Of Ages,distorted0,1,1,1,1,1,1,1,225,16,61440,43200,0.703125,3840.0,16,12,512,142,256,64.0,34,104,40,64,41.398979591836735,1825695,44100
3863,Intro16-DadaGP-v1.0\analysis_result\htmls\03863.html,Def Leppard - Rocket_distorted0,Def Leppard,Rocket,distorted0,1,1,1,1,1,1,1,405,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,54,64,25.58798185941043,1128430,44100
3864,Intro16-DadaGP-v1.0\analysis_result\htmls\03864.html,Def Leppard - Run Riot_distorted1,Def Leppard,Run Riot,distorted1,1,1,1,1,1,1,1,372,16,61440,59040,0.9609375,3840.0,16,12,512,142,256,64.0,34,104,40,59,26.998979591836736,1190655,44100
3865,Intro16-DadaGP-v1.0\analysis_result\htmls\03865.html,Def Leppard - Stagefright_distorted0,Def Leppard,Stagefright,distorted0,1,1,1,1,1,1,1,474,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,67,24.332993197278913,1073085,44100
3866,Intro16-DadaGP-v1.0\analysis_result\htmls\03866.html,Def Leppard - Switch 625_distorted0,Def Leppard,Switch 625,distorted0,1,1,1,1,1,1,1,105,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,55,28.6,1261260,44100
3867,Intro16-DadaGP-v1.0\analysis_result\htmls\03867.html,Def Leppard - Tear It Down_distorted0,Def Leppard,Tear It Down,distorted0,1,1,1,1,1,1,1,302,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,43,67,32.53798185941043,1434925,44100
3868,Intro16-DadaGP-v1.0\analysis_result\htmls\03868.html,Def Leppard - Too Late For Love_distorted1,Def Leppard,Too Late For Love,distorted1,1,1,1,1,1,1,1,253,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,55,37.90897959183673,1671786,44100
3869,Intro16-DadaGP-v1.0\analysis_result\htmls\03869.html,Def Leppard - Women_distorted0,Def Leppard,Women,distorted0,1,1,1,1,1,1,1,214,16,61440,36480,0.59375,3840.0,16,12,512,142,256,64.0,34,104,52,73,41.398979591836735,1825695,44100
3870,Intro16-DadaGP-v1.0\analysis_result\htmls\03870.html,Default - Wasting My Time (One Guitar Version)_clean0,Default,Wasting My Time (One Guitar Version),clean0,1,1,1,1,1,1,1,206,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,50,69,28.6,1261260,44100
3871,Intro16-DadaGP-v1.0\analysis_result\htmls\03871.html,Defleshed - Course For Gods_distorted0,Defleshed,Course For Gods,distorted0,1,1,1,1,1,1,1,646,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,37,62,41.398979591836735,1825695,44100
3872,Intro16-DadaGP-v1.0\analysis_result\htmls\03872.html,Deftones - 7 Words_distorted0,Deftones,7 Words,distorted0,1,1,1,1,1,1,1,469,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,60,35.0,1543500,44100
3873,Intro16-DadaGP-v1.0\analysis_result\htmls\03873.html,Deftones - 7words_clean0,Deftones,7words,clean0,1,1,1,1,1,1,1,1429,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,52,65,35.0,1543500,44100
3874,Intro16-DadaGP-v1.0\analysis_result\htmls\03874.html,Deftones - Bloody Cape_distorted0,Deftones,Bloody Cape,distorted0,1,1,1,1,0,0,0,540,16,61440,30720,0.5,3840.0,0,12,512,142,256,64.0,34,104,52,65,0,0,0
3875,Intro16-DadaGP-v1.0\analysis_result\htmls\03875.html,Deftones - Chauffeur_distorted0,Deftones,Chauffeur,distorted0,1,1,1,1,1,1,1,519,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,50,67,26.998979591836736,1190655,44100
3876,Intro16-DadaGP-v1.0\analysis_result\htmls\03876.html,Deftones - Minerva_distorted0,Deftones,Minerva,distorted0,1,1,1,1,1,1,1,494,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,38,70,35.0,1543500,44100
3877,Intro16-DadaGP-v1.0\analysis_result\htmls\03877.html,Deftones - Minus Blindfold_distorted0,Deftones,Minus Blindfold,distorted0,1,1,1,1,1,1,1,317,16,61440,60480,0.984375,3840.0,16,12,512,142,256,64.0,34,104,40,59,28.6,1261260,44100
3878,Intro16-DadaGP-v1.0\analysis_result\htmls\03878.html,Deftones - Needles And Pins_distorted1,Deftones,Needles And Pins,distorted1,1,1,1,1,1,1,1,415,16,61440,43920,0.71484375,3840.0,16,12,512,142,256,64.0,34,104,42,42,57.85698412698413,2551493,44100
3879,Intro16-DadaGP-v1.0\analysis_result\htmls\03879.html,Deftones - One Weak_distorted0,Deftones,One Weak,distorted0,1,1,1,1,1,1,1,245,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,50,28.6,1261260,44100
3880,Intro16-DadaGP-v1.0\analysis_result\htmls\03880.html,Degrau OM - Anarquista Maluco_distorted0,Degrau OM,Anarquista Maluco,distorted0,1,1,1,1,1,1,1,535,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,81,37.90897959183673,1671786,44100
3881,Intro16-DadaGP-v1.0\analysis_result\htmls\03881.html,Deicide - Bastards Of Christ_distorted0,Deicide,Bastards Of Christ,distorted0,1,1,1,1,1,1,1,525,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,53,22.2,979020,44100
3882,Intro16-DadaGP-v1.0\analysis_result\htmls\03882.html,Deicide - Bible Basher_distorted0,Deicide,Bible Basher,distorted0,1,1,1,1,1,1,1,504,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,58,24.332993197278913,1073085,44100
3883,Intro16-DadaGP-v1.0\analysis_result\htmls\03883.html,Deicide - Biblebasher_distorted0,Deicide,Biblebasher,distorted0,1,1,1,1,1,1,1,504,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,58,24.332993197278913,1073085,44100
3884,Intro16-DadaGP-v1.0\analysis_result\htmls\03884.html,Deicide - Carnage In The Temple Of The Damned_distorted0,Deicide,Carnage In The Temple Of The Damned,distorted0,1,1,1,1,1,1,1,753,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,58,30.42798185941043,1341874,44100
3885,Intro16-DadaGP-v1.0\analysis_result\htmls\03885.html,Deicide - Christ Don't Care_distorted0,Deicide,Christ Don't Care,distorted0,1,1,1,1,1,1,1,578,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,38,54,22.2,979020,44100
3886,Intro16-DadaGP-v1.0\analysis_result\htmls\03886.html,Deicide - Fuck Your God_distorted1,Deicide,Fuck Your God,distorted1,1,1,1,1,1,1,1,245,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,47,81,22.2,979020,44100
3887,Intro16-DadaGP-v1.0\analysis_result\htmls\03887.html,Deicide - In Torment In Hell_distorted0,Deicide,In Torment In Hell,distorted0,1,1,1,1,1,1,1,773,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,38,58,24.332993197278913,1073085,44100
3888,Intro16-DadaGP-v1.0\analysis_result\htmls\03888.html,Deicide - Once Upon the Cross_distorted0,Deicide,Once Upon the Cross,distorted0,1,1,1,1,1,1,1,439,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,54,25.58798185941043,1128430,44100
3889,Intro16-DadaGP-v1.0\analysis_result\htmls\03889.html,Deicide - Sacrificial Suicide_distorted0,Deicide,Sacrificial Suicide,distorted0,1,1,1,1,1,1,1,635,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,58,32.53798185941043,1434925,44100
3890,Intro16-DadaGP-v1.0\analysis_result\htmls\03890.html,Deicide - Scars Of The Crucifix_distorted0,Deicide,Scars Of The Crucifix,distorted0,1,1,1,1,1,1,1,480,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,51,23.20997732426304,1023560,44100
3891,Intro16-DadaGP-v1.0\analysis_result\htmls\03891.html,Deicide - Slave To The Cross_distorted0,Deicide,Slave To The Cross,distorted0,1,1,1,1,1,1,1,638,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,37,54,41.398979591836735,1825695,44100
3892,Intro16-DadaGP-v1.0\analysis_result\htmls\03892.html,Deicide - Standing In The Flames_distorted0,Deicide,Standing In The Flames,distorted0,1,1,1,1,1,1,1,432,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,38,53,26.998979591836736,1190655,44100
3893,Intro16-DadaGP-v1.0\analysis_result\htmls\03893.html,Deicide - Trifixion_distorted0,Deicide,Trifixion,distorted0,1,1,1,1,1,1,1,269,16,61440,60960,0.9921875,3840.0,16,12,512,142,256,64.0,34,104,38,46,23.20997732426304,1023560,44100
3894,Intro16-DadaGP-v1.0\analysis_result\htmls\03894.html,Deicide - Vengeance Will Be Mine_distorted0,Deicide,Vengeance Will Be Mine,distorted0,1,1,1,1,1,1,1,523,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,56,24.332993197278913,1073085,44100
3895,Intro16-DadaGP-v1.0\analysis_result\htmls\03895.html,Deja Voodoo - We Are Deja Voodoo_distorted0,Deja Voodoo,We Are Deja Voodoo,distorted0,1,1,1,1,1,1,1,425,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,57,26.998979591836736,1190655,44100
3896,Intro16-DadaGP-v1.0\analysis_result\htmls\03896.html,Delarium - California DreaminO Rock-Version_distorted0,Delarium,California DreaminO Rock-Version,distorted0,1,1,1,1,1,1,1,368,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,44,69,35.0,1543500,44100
3897,Intro16-DadaGP-v1.0\analysis_result\htmls\03897.html,Delarium - Call to Arms_clean0,Delarium,Call to Arms,clean0,1,1,1,1,1,1,1,1312,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,46,70,45.66598639455783,2013870,44100
3898,Intro16-DadaGP-v1.0\analysis_result\htmls\03898.html,Delarium - Einfach Punk!_distorted0,Delarium,Einfach Punk!,distorted0,1,1,1,1,1,1,1,361,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,64,30.42798185941043,1341874,44100
3899,Intro16-DadaGP-v1.0\analysis_result\htmls\03899.html,Delarium - Farewell Lullaby_distorted1,Delarium,Farewell Lullaby,distorted1,1,1,1,1,1,1,1,197,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,42,68,57.85698412698413,2551493,44100
3900,Intro16-DadaGP-v1.0\analysis_result\htmls\03900.html,Delarium - For You And In Spite (What I Really Want.._distorted0,Delarium,For You And In Spite (What I Really Want..,distorted0,1,0,1,1,0,0,0,703,16,61440,61440,1.0,3840.0,0,12,512,142,256,64.0,34,104,42,68,0,0,0
3901,Intro16-DadaGP-v1.0\analysis_result\htmls\03901.html,Delarium - Got lost_distorted0,Delarium,Got lost,distorted0,1,1,1,1,1,1,1,277,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,71,35.0,1543500,44100
3902,Intro16-DadaGP-v1.0\analysis_result\htmls\03902.html,Delarium - I will Survive Rock-Version_clean0,Delarium,I will Survive Rock-Version,clean0,1,1,1,1,1,1,1,653,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,71,37.90897959183673,1671786,44100
3903,Intro16-DadaGP-v1.0\analysis_result\htmls\03903.html,Delarium - KnockinOon Heavens Door_clean0,Delarium,KnockinOon Heavens Door,clean0,1,1,1,1,1,1,1,384,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,67,45.66598639455783,2013870,44100
3904,Intro16-DadaGP-v1.0\analysis_result\htmls\03904.html,Delarium - One On The Rocks_distorted0,Delarium,One On The Rocks,distorted0,1,1,1,1,1,1,1,375,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,68,25.58798185941043,1128430,44100
3905,Intro16-DadaGP-v1.0\analysis_result\htmls\03905.html,Delarium - Samba de Janeiro Rock-Version_distorted0,Delarium,Samba de Janeiro Rock-Version,distorted0,1,1,1,1,1,1,1,255,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,72,32.53798185941043,1434925,44100
3906,Intro16-DadaGP-v1.0\analysis_result\htmls\03906.html,Delarium - Sick sad World_distorted0,Delarium,Sick sad World,distorted0,1,1,1,1,1,1,1,117,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,55,41.398979591836735,1825695,44100
3907,Intro16-DadaGP-v1.0\analysis_result\htmls\03907.html,Delarium - The Passenger (Iggy Pop - Cover)_distorted0,Delarium,The Passenger (Iggy Pop - Cover),distorted0,1,1,1,1,1,1,1,614,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,61,35.0,1543500,44100
3908,Intro16-DadaGP-v1.0\analysis_result\htmls\03908.html,Delarium - What Else Could It Be__clean1,Delarium,What Else Could It Be_,clean1,1,1,1,1,1,1,1,354,16,61440,34560,0.5625,3840.0,16,12,512,142,256,64.0,34,104,67,74,67.0,2954700,44100
3909,Intro16-DadaGP-v1.0\analysis_result\htmls\03909.html,"Delgadillo, Fernando - A Tu Vuelta_clean0","Delgadillo, Fernando",A Tu Vuelta,clean0,1,1,1,1,1,1,1,389,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,42,67,35.0,1543500,44100
3910,Intro16-DadaGP-v1.0\analysis_result\htmls\03910.html,"Delgadillo, Fernando - Bienvenida_clean0","Delgadillo, Fernando",Bienvenida,clean0,1,1,1,1,1,1,1,365,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,42,71,41.398979591836735,1825695,44100
3911,Intro16-DadaGP-v1.0\analysis_result\htmls\03911.html,"Delgadillo, Fernando - Hoy hace un buen ddega_clean0","Delgadillo, Fernando",Hoy hace un buen ddega,clean0,1,1,1,1,1,1,1,597,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,62,30.42798185941043,1341874,44100
3912,Intro16-DadaGP-v1.0\analysis_result\htmls\03912.html,"Delgadillo, Fernando - Hoy ten miedo de mi_clean0","Delgadillo, Fernando",Hoy ten miedo de mi,clean0,1,1,1,1,1,1,1,597,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,62,30.42798185941043,1341874,44100
3913,Intro16-DadaGP-v1.0\analysis_result\htmls\03913.html,"Delim, Phil - Pour Sophie_clean0","Delim, Phil",Pour Sophie,clean0,1,1,1,1,1,1,1,170,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,46,69,35.0,1543500,44100
